Date,Evap,,,,,,,,
2/19/1972,0.04214,,,,,,,,
2/20/1972,0.04214,,,,,,,,
2/21/1972,0.04214,,,,,,,,
2/22/1972,0.04214,,,,,,,,
2/23/1972,0.04214,,,,,,,,
2/24/1972,0.04214,,,,,,,,
2/25/1972,0.04214,,,,,,,,
2/26/1972,0.04214,,,,,,,,
2/27/1972,0.04214,,,,,,,,
2/28/1972,0.04214,,,,,,,,
2/29/1972,0.04214,,,,,,,,
3/1/1972,0.07387,,,,,,,,
3/2/1972,0.07387,,,,,,,,
3/3/1972,0.07387,,,,,,,,
3/4/1972,0.07387,,,,,,,,
3/5/1972,0.07387,,,,,,,,
3/6/1972,0.07387,,,,,,,,
3/7/1972,0.07387,,,,,,,,
3/8/1972,0.07387,,,,,,,,
3/9/1972,0.07387,,,,,,,,
3/10/1972,0.07387,,,,,,,,
3/11/1972,0.07387,,,,,,,,
3/12/1972,0.07387,,,,,,,,
3/13/1972,0.07387,,,,,,,,
3/14/1972,0.07387,,,,,,,,
3/15/1972,0.07387,,,,,,,,
3/16/1972,0.07387,,,,,,,,
3/17/1972,0.07387,,,,,,,,
3/18/1972,0.07387,,,,,,,,
3/19/1972,0.07387,,,,,,,,
3/20/1972,0.07387,,,,,,,,
3/21/1972,0.07387,,,,,,,,
3/22/1972,0.07387,,,,,,,,
3/23/1972,0.07387,,,,,,,,
3/24/1972,0.07387,,,,,,,,
3/25/1972,0.07387,,,,,,,,
3/26/1972,0.07387,,,,,,,,
3/27/1972,0.07387,,,,,,,,
3/28/1972,0.07387,,,,,,,,
3/29/1972,0.07387,,,,,,,,
3/30/1972,0.07387,,,,,,,,
3/31/1972,0.07387,,,,,,,,
4/1/1972,0.11033,,,,,,,,
4/2/1972,0.11033,,,,,,,,
4/3/1972,0.11033,,,,,,,,
4/4/1972,0.11033,,,,,,,,
4/5/1972,0.11033,,,,,,,,
4/6/1972,0.11033,,,,,,,,
4/7/1972,0.11033,,,,,,,,
4/8/1972,0.11033,,,,,,,,
4/9/1972,0.11033,,,,,,,,
4/10/1972,0.11033,,,,,,,,
4/11/1972,0.11033,,,,,,,,
4/12/1972,0.11033,,,,,,,,
4/13/1972,0.11033,,,,,,,,
4/14/1972,0.11033,,,,,,,,
4/15/1972,0.11033,,,,,,,,
4/16/1972,0.11033,,,,,,,,
4/17/1972,0.11033,,,,,,,,
4/18/1972,0.11033,,,,,,,,
4/19/1972,0.11033,,,,,,,,
4/20/1972,0.11033,,,,,,,,
4/21/1972,0.11033,,,,,,,,
4/22/1972,0.11033,,,,,,,,
4/23/1972,0.11033,,,,,,,,
4/24/1972,0.11033,,,,,,,,
4/25/1972,0.11033,,,,,,,,
4/26/1972,0.11033,,,,,,,,
4/27/1972,0.11033,,,,,,,,
4/28/1972,0.11033,,,,,,,,
4/29/1972,0.11033,,,,,,,,
4/30/1972,0.11033,,,,,,,,
5/1/1972,0.16613,,,,,,,,
5/2/1972,0.16613,,,,,,,,
5/3/1972,0.16613,,,,,,,,
5/4/1972,0.16613,,,,,,,,
5/5/1972,0.16613,,,,,,,,
5/6/1972,0.16613,,,,,,,,
5/7/1972,0.16613,,,,,,,,
5/8/1972,0.16613,,,,,,,,
5/9/1972,0.16613,,,,,,,,
5/10/1972,0.16613,,,,,,,,
5/11/1972,0.16613,,,,,,,,
5/12/1972,0.16613,,,,,,,,
5/13/1972,0.16613,,,,,,,,
5/14/1972,0.16613,,,,,,,,
5/15/1972,0.16613,,,,,,,,
5/16/1972,0.16613,,,,,,,,
5/17/1972,0.16613,,,,,,,,
5/18/1972,0.16613,,,,,,,,
5/19/1972,0.16613,,,,,,,,
5/20/1972,0.16613,,,,,,,,
5/21/1972,0.16613,,,,,,,,
5/22/1972,0.16613,,,,,,,,
5/23/1972,0.16613,,,,,,,,
5/24/1972,0.16613,,,,,,,,
5/25/1972,0.16613,,,,,,,,
5/26/1972,0.16613,,,,,,,,
5/27/1972,0.16613,,,,,,,,
5/28/1972,0.16613,,,,,,,,
5/29/1972,0.16613,,,,,,,,
5/30/1972,0.16613,,,,,,,,
5/31/1972,0.16613,,,,,,,,
6/1/1972,0.20033,,,,,,,,
6/2/1972,0.20033,,,,,,,,
6/3/1972,0.20033,,,,,,,,
6/4/1972,0.20033,,,,,,,,
6/5/1972,0.20033,,,,,,,,
6/6/1972,0.20033,,,,,,,,
6/7/1972,0.20033,,,,,,,,
6/8/1972,0.20033,,,,,,,,
6/9/1972,0.20033,,,,,,,,
6/10/1972,0.20033,,,,,,,,
6/11/1972,0.20033,,,,,,,,
6/12/1972,0.20033,,,,,,,,
6/13/1972,0.20033,,,,,,,,
6/14/1972,0.20033,,,,,,,,
6/15/1972,0.20033,,,,,,,,
6/16/1972,0.20033,,,,,,,,
6/17/1972,0.20033,,,,,,,,
6/18/1972,0.20033,,,,,,,,
6/19/1972,0.20033,,,,,,,,
6/20/1972,0.20033,,,,,,,,
6/21/1972,0.20033,,,,,,,,
6/22/1972,0.20033,,,,,,,,
6/23/1972,0.20033,,,,,,,,
6/24/1972,0.20033,,,,,,,,
6/25/1972,0.20033,,,,,,,,
6/26/1972,0.20033,,,,,,,,
6/27/1972,0.20033,,,,,,,,
6/28/1972,0.20033,,,,,,,,
6/29/1972,0.20033,,,,,,,,
6/30/1972,0.20033,,,,,,,,
7/1/1972,0.23871,,,,,,,,
7/2/1972,0.23871,,,,,,,,
7/3/1972,0.23871,,,,,,,,
7/4/1972,0.23871,,,,,,,,
7/5/1972,0.23871,,,,,,,,
7/6/1972,0.23871,,,,,,,,
7/7/1972,0.23871,,,,,,,,
7/8/1972,0.23871,,,,,,,,
7/9/1972,0.23871,,,,,,,,
7/10/1972,0.23871,,,,,,,,
7/11/1972,0.23871,,,,,,,,
7/12/1972,0.23871,,,,,,,,
7/13/1972,0.23871,,,,,,,,
7/14/1972,0.23871,,,,,,,,
7/15/1972,0.23871,,,,,,,,
7/16/1972,0.23871,,,,,,,,
7/17/1972,0.23871,,,,,,,,
7/18/1972,0.23871,,,,,,,,
7/19/1972,0.23871,,,,,,,,
7/20/1972,0.23871,,,,,,,,
7/21/1972,0.23871,,,,,,,,
7/22/1972,0.23871,,,,,,,,
7/23/1972,0.23871,,,,,,,,
7/24/1972,0.23871,,,,,,,,
7/25/1972,0.23871,,,,,,,,
7/26/1972,0.23871,,,,,,,,
7/27/1972,0.23871,,,,,,,,
7/28/1972,0.23871,,,,,,,,
7/29/1972,0.23871,,,,,,,,
7/30/1972,0.23871,,,,,,,,
7/31/1972,0.23871,,,,,,,,
8/1/1972,0.21871,,,,,,,,
8/2/1972,0.21871,,,,,,,,
8/3/1972,0.21871,,,,,,,,
8/4/1972,0.21871,,,,,,,,
8/5/1972,0.21871,,,,,,,,
8/6/1972,0.21871,,,,,,,,
8/7/1972,0.21871,,,,,,,,
8/8/1972,0.21871,,,,,,,,
8/9/1972,0.21871,,,,,,,,
8/10/1972,0.21871,,,,,,,,
8/11/1972,0.21871,,,,,,,,
8/12/1972,0.21871,,,,,,,,
8/13/1972,0.21871,,,,,,,,
8/14/1972,0.21871,,,,,,,,
8/15/1972,0.21871,,,,,,,,
8/16/1972,0.21871,,,,,,,,
8/17/1972,0.21871,,,,,,,,
8/18/1972,0.21871,,,,,,,,
8/19/1972,0.21871,,,,,,,,
8/20/1972,0.21871,,,,,,,,
8/21/1972,0.21871,,,,,,,,
8/22/1972,0.21871,,,,,,,,
8/23/1972,0.21871,,,,,,,,
8/24/1972,0.21871,,,,,,,,
8/25/1972,0.21871,,,,,,,,
8/26/1972,0.21871,,,,,,,,
8/27/1972,0.21871,,,,,,,,
8/28/1972,0.21871,,,,,,,,
8/29/1972,0.21871,,,,,,,,
8/30/1972,0.21871,,,,,,,,
8/31/1972,0.21871,,,,,,,,
9/1/1972,0.156,,,,,,,,
9/2/1972,0.156,,,,,,,,
9/3/1972,0.156,,,,,,,,
9/4/1972,0.156,,,,,,,,
9/5/1972,0.156,,,,,,,,
9/6/1972,0.156,,,,,,,,
9/7/1972,0.156,,,,,,,,
9/8/1972,0.156,,,,,,,,
9/9/1972,0.156,,,,,,,,
9/10/1972,0.156,,,,,,,,
9/11/1972,0.156,,,,,,,,
9/12/1972,0.156,,,,,,,,
9/13/1972,0.156,,,,,,,,
9/14/1972,0.156,,,,,,,,
9/15/1972,0.156,,,,,,,,
9/16/1972,0.156,,,,,,,,
9/17/1972,0.156,,,,,,,,
9/18/1972,0.156,,,,,,,,
9/19/1972,0.156,,,,,,,,
9/20/1972,0.156,,,,,,,,
9/21/1972,0.156,,,,,,,,
9/22/1972,0.156,,,,,,,,
9/23/1972,0.156,,,,,,,,
9/24/1972,0.156,,,,,,,,
9/25/1972,0.156,,,,,,,,
9/26/1972,0.156,,,,,,,,
9/27/1972,0.156,,,,,,,,
9/28/1972,0.156,,,,,,,,
9/29/1972,0.156,,,,,,,,
9/30/1972,0.156,,,,,,,,
10/1/1972,0.0771,,,,,,,,
10/2/1972,0.0771,,,,,,,,
10/3/1972,0.0771,,,,,,,,
10/4/1972,0.0771,,,,,,,,
10/5/1972,0.0771,,,,,,,,
10/6/1972,0.0771,,,,,,,,
10/7/1972,0.0771,,,,,,,,
10/8/1972,0.0771,,,,,,,,
10/9/1972,0.0771,,,,,,,,
10/10/1972,0.0771,,,,,,,,
10/11/1972,0.0771,,,,,,,,
10/12/1972,0.0771,,,,,,,,
10/13/1972,0.0771,,,,,,,,
10/14/1972,0.0771,,,,,,,,
10/15/1972,0.0771,,,,,,,,
10/16/1972,0.0771,,,,,,,,
10/17/1972,0.0771,,,,,,,,
10/18/1972,0.0771,,,,,,,,
10/19/1972,0.0771,,,,,,,,
10/20/1972,0.0771,,,,,,,,
10/21/1972,0.0771,,,,,,,,
10/22/1972,0.0771,,,,,,,,
10/23/1972,0.0771,,,,,,,,
10/24/1972,0.0771,,,,,,,,
10/25/1972,0.0771,,,,,,,,
10/26/1972,0.0771,,,,,,,,
10/27/1972,0.0771,,,,,,,,
10/28/1972,0.0771,,,,,,,,
10/29/1972,0.0771,,,,,,,,
10/30/1972,0.0771,,,,,,,,
10/31/1972,0.0771,,,,,,,,
11/1/1972,0.035,,,,,,,,
11/2/1972,0.035,,,,,,,,
11/3/1972,0.035,,,,,,,,
11/4/1972,0.035,,,,,,,,
11/5/1972,0.035,,,,,,,,
11/6/1972,0.035,,,,,,,,
11/7/1972,0.035,,,,,,,,
11/8/1972,0.035,,,,,,,,
11/9/1972,0.035,,,,,,,,
11/10/1972,0.035,,,,,,,,
11/11/1972,0.035,,,,,,,,
11/12/1972,0.035,,,,,,,,
11/13/1972,0.035,,,,,,,,
11/14/1972,0.035,,,,,,,,
11/15/1972,0.035,,,,,,,,
11/16/1972,0.035,,,,,,,,
11/17/1972,0.035,,,,,,,,
11/18/1972,0.035,,,,,,,,
11/19/1972,0.035,,,,,,,,
11/20/1972,0.035,,,,,,,,
11/21/1972,0.035,,,,,,,,
11/22/1972,0.035,,,,,,,,
11/23/1972,0.035,,,,,,,,
11/24/1972,0.035,,,,,,,,
11/25/1972,0.035,,,,,,,,
11/26/1972,0.035,,,,,,,,
11/27/1972,0.035,,,,,,,,
11/28/1972,0.035,,,,,,,,
11/29/1972,0.035,,,,,,,,
11/30/1972,0.035,,,,,,,,
12/1/1972,0.01839,,,,,,,,
12/2/1972,0.01839,,,,,,,,
12/3/1972,0.01839,,,,,,,,
12/4/1972,0.01839,,,,,,,,
12/5/1972,0.01839,,,,,,,,
12/6/1972,0.01839,,,,,,,,
12/7/1972,0.01839,,,,,,,,
12/8/1972,0.01839,,,,,,,,
12/9/1972,0.01839,,,,,,,,
12/10/1972,0.01839,,,,,,,,
12/11/1972,0.01839,,,,,,,,
12/12/1972,0.01839,,,,,,,,
12/13/1972,0.01839,,,,,,,,
12/14/1972,0.01839,,,,,,,,
12/15/1972,0.01839,,,,,,,,
12/16/1972,0.01839,,,,,,,,
12/17/1972,0.01839,,,,,,,,
12/18/1972,0.01839,,,,,,,,
12/19/1972,0.01839,,,,,,,,
12/20/1972,0.01839,,,,,,,,
12/21/1972,0.01839,,,,,,,,
12/22/1972,0.01839,,,,,,,,
12/23/1972,0.01839,,,,,,,,
12/24/1972,0.01839,,,,,,,,
12/25/1972,0.01839,,,,,,,,
12/26/1972,0.01839,,,,,,,,
12/27/1972,0.01839,,,,,,,,
12/28/1972,0.01839,,,,,,,,
12/29/1972,0.01839,,,,,,,,
12/30/1972,0.01839,,,,,,,,
12/31/1972,0.01839,,,,,,,,
1/1/1973,0.02032,,,,,,,,
1/2/1973,0.02032,,,,,,,,
1/3/1973,0.02032,,,,,,,,
1/4/1973,0.02032,,,,,,,,
1/5/1973,0.02032,,,,,,,,
1/6/1973,0.02032,,,,,,,,
1/7/1973,0.02032,,,,,,,,
1/8/1973,0.02032,,,,,,,,
1/9/1973,0.02032,,,,,,,,
1/10/1973,0.02032,,,,,,,,
1/11/1973,0.02032,,,,,,,,
1/12/1973,0.02032,,,,,,,,
1/13/1973,0.02032,,,,,,,,
1/14/1973,0.02032,,,,,,,,
1/15/1973,0.02032,,,,,,,,
1/16/1973,0.02032,,,,,,,,
1/17/1973,0.02032,,,,,,,,
1/18/1973,0.02032,,,,,,,,
1/19/1973,0.02032,,,,,,,,
1/20/1973,0.02032,,,,,,,,
1/21/1973,0.02032,,,,,,,,
1/22/1973,0.02032,,,,,,,,
1/23/1973,0.02032,,,,,,,,
1/24/1973,0.02032,,,,,,,,
1/25/1973,0.02032,,,,,,,,
1/26/1973,0.02032,,,,,,,,
1/27/1973,0.02032,,,,,,,,
1/28/1973,0.02032,,,,,,,,
1/29/1973,0.02032,,,,,,,,
1/30/1973,0.02032,,,,,,,,
1/31/1973,0.02032,,,,,,,,
2/1/1973,0.04214,,,,,,,,
2/2/1973,0.04214,,,,,,,,
2/3/1973,0.04214,,,,,,,,
2/4/1973,0.04214,,,,,,,,
2/5/1973,0.04214,,,,,,,,
2/6/1973,0.04214,,,,,,,,
2/7/1973,0.04214,,,,,,,,
2/8/1973,0.04214,,,,,,,,
2/9/1973,0.04214,,,,,,,,
2/10/1973,0.04214,,,,,,,,
2/11/1973,0.04214,,,,,,,,
2/12/1973,0.04214,,,,,,,,
2/13/1973,0.04214,,,,,,,,
2/14/1973,0.04214,,,,,,,,
2/15/1973,0.04214,,,,,,,,
2/16/1973,0.04214,,,,,,,,
2/17/1973,0.04214,,,,,,,,
2/18/1973,0.04214,,,,,,,,
2/19/1973,0.04214,,,,,,,,
2/20/1973,0.04214,,,,,,,,
2/21/1973,0.04214,,,,,,,,
2/22/1973,0.04214,,,,,,,,
2/23/1973,0.04214,,,,,,,,
2/24/1973,0.04214,,,,,,,,
2/25/1973,0.04214,,,,,,,,
2/26/1973,0.04214,,,,,,,,
2/27/1973,0.04214,,,,,,,,
2/28/1973,0.04214,,,,,,,,
3/1/1973,0.07387,,,,,,,,
3/2/1973,0.07387,,,,,,,,
3/3/1973,0.07387,,,,,,,,
3/4/1973,0.07387,,,,,,,,
3/5/1973,0.07387,,,,,,,,
3/6/1973,0.07387,,,,,,,,
3/7/1973,0.07387,,,,,,,,
3/8/1973,0.07387,,,,,,,,
3/9/1973,0.07387,,,,,,,,
3/10/1973,0.07387,,,,,,,,
3/11/1973,0.07387,,,,,,,,
3/12/1973,0.07387,,,,,,,,
3/13/1973,0.07387,,,,,,,,
3/14/1973,0.07387,,,,,,,,
3/15/1973,0.07387,,,,,,,,
3/16/1973,0.07387,,,,,,,,
3/17/1973,0.07387,,,,,,,,
3/18/1973,0.07387,,,,,,,,
3/19/1973,0.07387,,,,,,,,
3/20/1973,0.07387,,,,,,,,
3/21/1973,0.07387,,,,,,,,
3/22/1973,0.07387,,,,,,,,
3/23/1973,0.07387,,,,,,,,
3/24/1973,0.07387,,,,,,,,
3/25/1973,0.07387,,,,,,,,
3/26/1973,0.07387,,,,,,,,
3/27/1973,0.07387,,,,,,,,
3/28/1973,0.07387,,,,,,,,
3/29/1973,0.07387,,,,,,,,
3/30/1973,0.07387,,,,,,,,
3/31/1973,0.07387,,,,,,,,
4/1/1973,0.11033,,,,,,,,
4/2/1973,0.11033,,,,,,,,
4/3/1973,0.11033,,,,,,,,
4/4/1973,0.11033,,,,,,,,
4/5/1973,0.11033,,,,,,,,
4/6/1973,0.11033,,,,,,,,
4/7/1973,0.11033,,,,,,,,
4/8/1973,0.11033,,,,,,,,
4/9/1973,0.11033,,,,,,,,
4/10/1973,0.11033,,,,,,,,
4/11/1973,0.11033,,,,,,,,
4/12/1973,0.11033,,,,,,,,
4/13/1973,0.11033,,,,,,,,
4/14/1973,0.11033,,,,,,,,
4/15/1973,0.11033,,,,,,,,
4/16/1973,0.11033,,,,,,,,
4/17/1973,0.11033,,,,,,,,
4/18/1973,0.11033,,,,,,,,
4/19/1973,0.11033,,,,,,,,
4/20/1973,0.11033,,,,,,,,
4/21/1973,0.11033,,,,,,,,
4/22/1973,0.11033,,,,,,,,
4/23/1973,0.11033,,,,,,,,
4/24/1973,0.11033,,,,,,,,
4/25/1973,0.11033,,,,,,,,
4/26/1973,0.11033,,,,,,,,
4/27/1973,0.11033,,,,,,,,
4/28/1973,0.11033,,,,,,,,
4/29/1973,0.11033,,,,,,,,
4/30/1973,0.11033,,,,,,,,
5/1/1973,0.16613,,,,,,,,
5/2/1973,0.16613,,,,,,,,
5/3/1973,0.16613,,,,,,,,
5/4/1973,0.16613,,,,,,,,
5/5/1973,0.16613,,,,,,,,
5/6/1973,0.16613,,,,,,,,
5/7/1973,0.16613,,,,,,,,
5/8/1973,0.16613,,,,,,,,
5/9/1973,0.16613,,,,,,,,
5/10/1973,0.16613,,,,,,,,
5/11/1973,0.16613,,,,,,,,
5/12/1973,0.16613,,,,,,,,
5/13/1973,0.16613,,,,,,,,
5/14/1973,0.16613,,,,,,,,
5/15/1973,0.16613,,,,,,,,
5/16/1973,0.16613,,,,,,,,
5/17/1973,0.16613,,,,,,,,
5/18/1973,0.16613,,,,,,,,
5/19/1973,0.16613,,,,,,,,
5/20/1973,0.16613,,,,,,,,
5/21/1973,0.16613,,,,,,,,
5/22/1973,0.16613,,,,,,,,
5/23/1973,0.16613,,,,,,,,
5/24/1973,0.16613,,,,,,,,
5/25/1973,0.16613,,,,,,,,
5/26/1973,0.16613,,,,,,,,
5/27/1973,0.16613,,,,,,,,
5/28/1973,0.16613,,,,,,,,
5/29/1973,0.16613,,,,,,,,
5/30/1973,0.16613,,,,,,,,
5/31/1973,0.16613,,,,,,,,
6/1/1973,0.20033,,,,,,,,
6/2/1973,0.20033,,,,,,,,
6/3/1973,0.20033,,,,,,,,
6/4/1973,0.20033,,,,,,,,
6/5/1973,0.20033,,,,,,,,
6/6/1973,0.20033,,,,,,,,
6/7/1973,0.20033,,,,,,,,
6/8/1973,0.20033,,,,,,,,
6/9/1973,0.20033,,,,,,,,
6/10/1973,0.20033,,,,,,,,
6/11/1973,0.20033,,,,,,,,
6/12/1973,0.20033,,,,,,,,
6/13/1973,0.20033,,,,,,,,
6/14/1973,0.20033,,,,,,,,
6/15/1973,0.20033,,,,,,,,
6/16/1973,0.20033,,,,,,,,
6/17/1973,0.20033,,,,,,,,
6/18/1973,0.20033,,,,,,,,
6/19/1973,0.20033,,,,,,,,
6/20/1973,0.20033,,,,,,,,
6/21/1973,0.20033,,,,,,,,
6/22/1973,0.20033,,,,,,,,
6/23/1973,0.20033,,,,,,,,
6/24/1973,0.20033,,,,,,,,
6/25/1973,0.20033,,,,,,,,
6/26/1973,0.20033,,,,,,,,
6/27/1973,0.20033,,,,,,,,
6/28/1973,0.20033,,,,,,,,
6/29/1973,0.20033,,,,,,,,
6/30/1973,0.20033,,,,,,,,
7/1/1973,0.23871,,,,,,,,
7/2/1973,0.23871,,,,,,,,
7/3/1973,0.23871,,,,,,,,
7/4/1973,0.23871,,,,,,,,
7/5/1973,0.23871,,,,,,,,
7/6/1973,0.23871,,,,,,,,
7/7/1973,0.23871,,,,,,,,
7/8/1973,0.23871,,,,,,,,
7/9/1973,0.23871,,,,,,,,
7/10/1973,0.23871,,,,,,,,
7/11/1973,0.23871,,,,,,,,
7/12/1973,0.23871,,,,,,,,
7/13/1973,0.23871,,,,,,,,
7/14/1973,0.23871,,,,,,,,
7/15/1973,0.23871,,,,,,,,
7/16/1973,0.23871,,,,,,,,
7/17/1973,0.23871,,,,,,,,
7/18/1973,0.23871,,,,,,,,
7/19/1973,0.23871,,,,,,,,
7/20/1973,0.23871,,,,,,,,
7/21/1973,0.23871,,,,,,,,
7/22/1973,0.23871,,,,,,,,
7/23/1973,0.23871,,,,,,,,
7/24/1973,0.23871,,,,,,,,
7/25/1973,0.23871,,,,,,,,
7/26/1973,0.23871,,,,,,,,
7/27/1973,0.23871,,,,,,,,
7/28/1973,0.23871,,,,,,,,
7/29/1973,0.23871,,,,,,,,
7/30/1973,0.23871,,,,,,,,
7/31/1973,0.23871,,,,,,,,
8/1/1973,0.21871,,,,,,,,
8/2/1973,0.21871,,,,,,,,
8/3/1973,0.21871,,,,,,,,
8/4/1973,0.21871,,,,,,,,
8/5/1973,0.21871,,,,,,,,
8/6/1973,0.21871,,,,,,,,
8/7/1973,0.21871,,,,,,,,
8/8/1973,0.21871,,,,,,,,
8/9/1973,0.21871,,,,,,,,
8/10/1973,0.21871,,,,,,,,
8/11/1973,0.21871,,,,,,,,
8/12/1973,0.21871,,,,,,,,
8/13/1973,0.21871,,,,,,,,
8/14/1973,0.21871,,,,,,,,
8/15/1973,0.21871,,,,,,,,
8/16/1973,0.21871,,,,,,,,
8/17/1973,0.21871,,,,,,,,
8/18/1973,0.21871,,,,,,,,
8/19/1973,0.21871,,,,,,,,
8/20/1973,0.21871,,,,,,,,
8/21/1973,0.21871,,,,,,,,
8/22/1973,0.21871,,,,,,,,
8/23/1973,0.21871,,,,,,,,
8/24/1973,0.21871,,,,,,,,
8/25/1973,0.21871,,,,,,,,
8/26/1973,0.21871,,,,,,,,
8/27/1973,0.21871,,,,,,,,
8/28/1973,0.21871,,,,,,,,
8/29/1973,0.21871,,,,,,,,
8/30/1973,0.21871,,,,,,,,
8/31/1973,0.21871,,,,,,,,
9/1/1973,0.156,,,,,,,,
9/2/1973,0.156,,,,,,,,
